,id,JPEG_size,CONTOUR_DENSITY,SUBBAND_ENTROPY,FEATURE_CONGESTION,FIG_GROUND,CONTOUR_CONGESTION
1940,1614120,98644,0.0133,2.3555,2.4794,0.6857,0.4886
1941,1616591,101053,0.0118,2.0386,2.5533,0.7085,0.507
1942,1617166,127611,0.0216,2.7069,3.0648,0.6295,0.5638
1943,1617365,100158,0.0144,2.2753,2.6505,0.7333,0.6177
1944,161831,116989,0.013,1.9726,2.4634,0.6666,0.4629
1945,1618437,94694,0.017,2.578,2.6646,0.674,0.4902
1946,1618553,114325,0.0176,2.8166,3.0058,0.7137,0.4987
1947,1618585,89621,0.0144,2.2972,2.533,0.7612,0.4362
1948,1620078,99588,0.0119,1.8737,2.3685,0.7381,0.5244
1949,1620972,102455,0.0107,2.1155,1.9587,0.7246,0.499
1950,1622963,86851,0.0142,2.3757,2.3238,0.7146,0.4594
1951,162730,90969,0.0094,1.747,2.2057,0.7016,0.5026
1952,1627614,74189,0.0117,2.1835,2.6509,0.7687,0.4742
1953,1630532,105793,0.0252,2.8529,2.7555,0.6329,0.4557
1954,1630557,87571,0.0183,2.3846,2.9916,0.7176,0.442
1955,1630625,86050,0.0171,2.4881,3.0116,0.725,0.4278
1956,1638582,134379,0.0189,2.5289,2.7845,0.7015,0.5614
1957,163884,96406,0.011,2.1864,2.1004,0.6185,0.3901
1958,163922,102651,0.0106,1.8822,2.3663,0.6949,0.5444
1959,1639489,117712,0.013,2.5504,2.445,0.8338,0.3399
1960,163995,124492,0.0145,2.1718,2.7385,0.72,0.4971
1961,164037,109459,0.012,1.9508,2.4471,0.7026,0.5238
1962,164455,102299,0.0158,2.3276,2.9513,0.7206,0.4666
1963,167462,89259,0.0071,1.7654,2.1846,0.8133,0.4189
1964,167638,106601,0.0101,1.9315,2.4026,0.7597,0.5216
1965,168537,88482,0.0162,2.278,2.4377,0.7223,0.4824
1966,168591,81555,0.015,2.2462,2.2876,0.7289,0.4692
1967,168624,100461,0.0144,2.1972,2.7758,0.7426,0.3936
1968,168655,94959,0.0127,2.2362,2.6116,0.7929,0.4334
1969,170726,90309,0.0136,2.1154,2.641,0.6749,0.4787
1970,170812,85586,0.0139,2.2595,2.4548,0.6488,0.3963
1971,170849,96738,0.0134,2.2886,2.6325,0.7163,0.4848
1972,1708625,108331,0.0167,2.3897,2.7622,0.7212,0.625
1973,1708682,94112,0.0125,1.9965,2.6453,0.6628,0.5909
1974,171856,78835,0.0122,2.1909,2.3099,0.6182,0.3165
1975,171892,118061,0.0146,2.7521,2.9392,0.784,0.4086
1976,172618,89100,0.0097,1.7118,2.162,0.7365,0.5453
1977,172694,88488,0.0077,1.9333,2.0858,0.784,0.3415
1978,172784,87957,0.0074,1.9403,2.127,0.7917,0.3617
1979,1728440,109360,0.0121,2.2753,2.1653,0.708,0.574
1980,175003,80398,0.0077,1.5837,1.9174,0.7602,0.4075
1981,1750459,117240,0.0145,2.7991,2.5666,0.66,0.3421
1982,176382,78683,0.0063,1.7429,2.0362,0.8628,0.4314
1983,176426,83754,0.0074,1.7038,2.1582,0.8152,0.5514
1984,176456,112559,0.0141,2.1528,2.521,0.6749,0.4208
1985,178484,79306,0.0058,1.8593,1.9101,0.8008,0.4142
1986,1787164,120314,0.0153,2.4508,2.3185,0.6667,0.5019
1987,1787289,102117,0.0122,2.3584,2.1492,0.6989,0.4606
1988,179407,110910,0.0126,2.0861,2.6203,0.7355,0.5609
1989,180260,89206,0.009,1.983,2.303,0.7384,0.3879
1990,180514,100112,0.0111,1.8371,2.2547,0.6894,0.4994
1991,181180,141935,0.0132,2.6986,2.9271,0.7879,0.4089
1992,181221,120231,0.0127,2.2697,2.6847,0.7554,0.4774
1993,181318,116043,0.0156,2.3843,2.5427,0.6048,0.4217
1994,182488,79986,0.0093,1.9031,1.9801,0.6596,0.4984
1995,183080,74667,0.0102,1.8879,1.8952,0.6828,0.3551
1996,183453,105607,0.0144,2.1914,2.2648,0.6924,0.4097
1997,184588,94922,0.0096,1.8219,2.2045,0.7786,0.3837
1998,186824,84350,0.0079,1.8293,2.1109,0.7831,0.4185
1999,186930,91603,0.0087,1.8245,2.2845,0.7904,0.4589
2000,187137,86522,0.0068,1.6513,1.9959,0.833,0.4333
2001,187451,112965,0.0123,2.1671,2.5231,0.7253,0.5029
2002,187487,101513,0.0136,2.4669,2.3121,0.6693,0.307
2003,187520,114418,0.0138,2.129,2.6632,0.7123,0.4923
2004,187596,105209,0.0137,2.3528,2.3084,0.6651,0.4191
2005,187636,110462,0.0137,2.3665,2.4646,0.6396,0.3081
2006,188316,47166,0.0011,1.2516,1.4909,0.9346,0.3122
2007,188367,68988,0.0054,1.5622,1.9611,0.7414,0.5402
2008,188400,76870,0.0052,1.7743,1.8281,0.8215,0.4919
2009,188416,98676,0.0053,2.2318,2.1675,0.8637,0.304
2010,189127,91321,0.0075,1.9113,2.1704,0.8242,0.302
2011,1913792,119928,0.0136,2.5674,2.3011,0.7521,0.4578
2012,192658,78639,0.0069,1.5408,1.9566,0.7848,0.4099
2013,192698,84802,0.0072,1.8629,2.1403,0.8041,0.4149
2014,192882,100136,0.0102,2.0432,2.4955,0.8023,0.38
2015,196945,86971,0.0076,1.8972,2.22,0.8112,0.3621
2016,197036,118053,0.0179,2.2312,2.5481,0.6864,0.5716
2017,197068,113526,0.0118,2.1588,2.6512,0.7778,0.4651
2018,197141,110623,0.0117,2.3456,2.5567,0.802,0.3964
2019,2021135,112317,0.02,2.6329,2.987,0.7167,0.5678
2020,207217,87881,0.0078,2.0041,2.0692,0.768,0.419
2021,207304,91772,0.0107,2.1664,2.0964,0.6751,0.4583
2022,207367,94129,0.0112,1.9415,2.44,0.7121,0.4621
2023,207955,64607,0.0043,1.4804,1.8545,0.7157,0.5308
2024,207995,80609,0.0087,1.7045,2.1551,0.7022,0.5572
2025,208801,97877,0.0124,2.1453,2.2511,0.6618,0.4626
2026,208870,97919,0.0102,2.0535,2.5387,0.7406,0.4417
2027,211115,84587,0.0118,1.9631,1.9774,0.6842,0.4497
2028,211148,87380,0.0092,1.7454,2.1722,0.7129,0.3394
2029,211202,85735,0.0121,1.926,2.0795,0.664,0.4771
2030,212140,79664,0.0069,1.5933,1.985,0.7852,0.3662
2031,212587,87450,0.009,1.7736,2.1049,0.7377,0.3574
2032,212680,97063,0.0088,2.0411,2.377,0.847,0.3863
2033,212709,113334,0.0117,2.1642,2.767,0.8649,0.4321
2034,213401,98928,0.0098,1.8992,2.4198,0.8126,0.484
2035,213510,102020,0.0105,2.0356,2.433,0.7583,0.4494
2036,214283,82030,0.0076,1.7193,2.188,0.6856,0.5283
2037,214309,78573,0.0056,1.6945,1.9293,0.7848,0.4918
2038,214337,105468,0.0062,2.4365,2.2659,0.8618,0.3149
2039,2152185,71516,0.0143,2.2451,2.4456,0.6092,0.4307
2040,2169401,75974,0.0065,2.3893,1.9315,0.7733,0.2346
2041,2169458,55600,0.0029,1.1808,1.592,0.864,0.3318
2042,2169477,66427,0.0064,1.7104,1.7778,0.8216,0.2977
2043,217173,133522,0.0106,2.4932,2.6515,0.8125,0.4288
2044,217275,119260,0.0131,2.1161,2.5258,0.7064,0.5237
2045,2176218,119693,0.0127,2.5443,2.2829,0.7597,0.4447
2046,218019,105618,0.0107,2.1504,2.5183,0.7871,0.3386
2047,2182059,124649,0.0167,2.851,2.5496,0.7466,0.4053
2048,2182104,101548,0.0138,2.1241,2.6384,0.6457,0.5724
2049,2185509,83814,0.0085,2.167,1.9666,0.674,0.521
2050,2190702,87472,0.0084,2.1509,1.9811,0.7018,0.5656
2051,2190931,93105,0.0098,2.1374,2.1261,0.7459,0.4109
2052,2195183,103132,0.0126,2.4294,2.3479,0.6578,0.4296
2053,2195243,101372,0.0131,2.4472,2.1508,0.702,0.4266
2054,2195297,167522,0.0237,2.9634,2.6675,0.6695,0.443
2055,2195352,104476,0.0112,2.7329,2.1964,0.7781,0.3865
2056,219607,93954,0.0091,1.8805,2.2658,0.8067,0.3931
2057,2196844,108701,0.0142,2.276,2.4752,0.693,0.3458
2058,2196883,87396,0.0099,2.0954,2.0304,0.745,0.44
2059,219717,114990,0.0143,1.9668,2.5364,0.7039,0.555
2060,219772,121385,0.0151,2.1065,2.7328,0.6582,0.5422
2061,220223,51959,0.0019,1.3551,1.5535,0.8242,0.4348
2062,220244,79428,0.002,2.2012,1.84,0.9039,0.1324
2063,220791,104119,0.011,2.1748,2.453,0.7262,0.44
2064,220828,113310,0.0129,2.1688,2.6401,0.7616,0.4938
2065,220871,115096,0.0133,2.3139,2.6817,0.7454,0.3801
2066,221763,59089,0.0035,1.3207,1.6995,0.836,0.2978
2067,221825,64320,0.0084,1.7549,1.6831,0.6651,0.4784
2068,221841,79701,0.0068,1.7786,2.1506,0.8424,0.2888
2069,222124,80944,0.0061,1.6961,1.9553,0.8294,0.3687
2070,222225,90411,0.0078,1.807,2.0952,0.761,0.4498
2071,2224478,96756,0.0096,2.1374,2.2503,0.7538,0.3653
2072,2224520,116068,0.0155,2.2825,2.8228,0.701,0.4704
2073,2225471,83898,0.0092,2.0168,2.0178,0.6537,0.48
2074,2225511,91658,0.0134,1.9986,2.1241,0.6801,0.5807
2075,2227891,99148,0.0124,1.9846,2.5569,0.6734,0.5321
2076,222910,80312,0.0072,1.7594,2.006,0.7599,0.2589
2077,2229371,118442,0.0192,2.3975,3.3246,0.6461,0.6422
2078,2230754,104109,0.0127,2.3164,2.2894,0.7081,0.4904
2079,2230815,85094,0.0101,1.8086,2.2603,0.6554,0.5948
2080,2235401,109840,0.012,2.2693,2.3616,0.6591,0.5576
2081,2238055,78676,0.0085,1.6607,2.1408,0.6878,0.5236
2082,223836,127893,0.0147,2.3237,2.9205,0.7499,0.562
2083,2239878,96145,0.0149,2.7452,2.5108,0.7439,0.4861
2084,2240375,94574,0.0104,2.5491,2.1842,0.7503,0.4327
2085,2246014,86950,0.0102,1.7534,2.2952,0.6838,0.639
2086,2246101,86448,0.008,1.7043,2.1459,0.7769,0.5911
2087,225005,106867,0.0122,2.0568,2.6417,0.672,0.5369
2088,2269782,105754,0.0135,1.9919,2.6539,0.656,0.5577
2089,2270577,105449,0.0121,2.3041,2.045,0.7439,0.4739
2090,2285163,101504,0.0124,2.2082,2.398,0.6731,0.5619
2091,2290355,75696,0.006,1.609,1.9688,0.7722,0.5289
2092,2293850,99976,0.0105,2.5716,2.1568,0.7952,0.4478
2093,229931,135291,0.0153,2.3893,2.952,0.7535,0.448
2094,2302337,118770,0.0156,2.3847,2.5724,0.721,0.5526
2095,2304751,91518,0.0111,1.8703,2.3804,0.6722,0.6172
2096,2305401,72203,0.0051,1.6829,1.9334,0.8205,0.4323
2097,2305461,64326,0.006,1.6307,1.8123,0.5985,0.2461
2098,2305504,68553,0.0066,1.7601,1.8885,0.6914,0.1958
2099,2314155,145313,0.0205,2.6369,2.8032,0.6824,0.5087
2100,2314227,129137,0.0149,2.7364,2.5247,0.7584,0.4967
2101,231429,87352,0.0072,1.309,1.7217,0.8112,0.3327
2102,2315241,108195,0.0128,2.5873,2.3162,0.7564,0.5202
2103,2317538,93570,0.0114,2.2284,1.8534,0.7081,0.439
2104,231981,156349,0.0192,2.9013,2.6405,0.7404,0.4924
2105,2333049,112507,0.0127,2.2451,2.3299,0.7533,0.5764
2106,2336196,93280,0.011,2.0983,2.3841,0.6973,0.3585
2107,2336257,103461,0.0132,1.9819,2.5385,0.6872,0.5435
2108,2340908,109334,0.0118,2.5036,2.2939,0.8174,0.3868
2109,2346606,127101,0.0159,2.7585,2.7581,0.7101,0.5077
2110,2346699,97801,0.0132,2.2283,2.1509,0.6889,0.3703
2111,2355478,98219,0.0124,2.0636,2.5111,0.7172,0.4497
2112,2355586,95447,0.0117,2.1622,2.1945,0.6779,0.4347
2113,2356029,89352,0.0095,2.1753,1.9647,0.6874,0.6051
2114,236155,127105,0.0212,3.0938,2.7798,0.765,0.4658
2115,236197,121379,0.0218,1.9453,2.5166,0.6294,0.599
2116,236752,155216,0.0151,2.809,2.8262,0.7642,0.3771
2117,2368404,64343,0.0082,1.7378,1.6963,0.6855,0.3422
2118,2368465,87030,0.0038,2.3607,1.9763,0.8557,0.1802
2119,2378373,114777,0.0136,2.6661,2.5605,0.7361,0.4373
2120,237857,132729,0.0225,1.9558,2.6295,0.6704,0.6171
2121,239767,73870,0.0023,2.1969,1.8928,0.905,0.1757
2122,239821,83306,0.0125,2.1067,2.0395,0.7331,0.624
2123,239841,67064,0.0067,1.8096,1.929,0.701,0.4546
2124,2399089,112440,0.0187,2.3465,2.7273,0.6941,0.5188
2125,241731,74078,0.0101,2.2241,2.0751,0.7314,0.2624
2126,241862,92999,0.013,2.1934,2.6189,0.7505,0.4793
2127,241900,95043,0.0134,2.3128,2.5758,0.747,0.5905
2128,242944,104398,0.0107,2.0523,2.3164,0.7001,0.4867
2129,244677,106458,0.0136,2.2615,2.1968,0.7059,0.4261
2130,244716,92270,0.0077,1.9682,2.0937,0.7787,0.4294
2131,245804,99268,0.0182,2.4285,2.5168,0.6933,0.5208
2132,246549,46143,0.0024,1.431,1.5638,0.8023,0.3082
2133,246990,67353,0.0062,1.845,1.9523,0.8005,0.4442
2134,247568,81435,0.0092,1.9523,2.1355,0.7358,0.2599
2135,247583,80334,0.011,2.2066,2.0027,0.6818,0.3745
2136,249519,103712,0.0144,2.227,2.6565,0.7313,0.5376
2137,249568,111092,0.0179,2.4766,2.5141,0.7268,0.5281
2138,250985,72108,0.0052,1.5813,1.8172,0.6963,0.5117
2139,250997,80007,0.006,1.5206,1.8803,0.7631,0.4158
2140,251008,84420,0.0089,1.8902,1.9486,0.6379,0.3898
2141,251020,85876,0.013,2.0775,1.898,0.6025,0.3829
2142,251044,78909,0.0063,1.7621,1.9473,0.759,0.3565
2143,251455,106085,0.012,2.3829,2.1124,0.6724,0.4489
2144,251509,119383,0.0137,2.2398,2.5358,0.6537,0.5103
2145,251779,111057,0.0108,2.1385,2.4406,0.7293,0.4519
2146,251899,137039,0.0171,2.2805,2.7666,0.6983,0.5804
2147,251961,127484,0.0151,2.2985,2.676,0.6532,0.5994
2148,252407,109740,0.0112,2.252,2.354,0.7366,0.5319
2149,255252,65837,0.0066,1.8397,2.0799,0.7644,0.4711
2150,255279,64179,0.0089,2.0502,1.9422,0.6547,0.1594
2151,257876,107996,0.0117,2.5717,2.6402,0.7797,0.3109
2152,258465,114442,0.0162,2.3769,2.2797,0.6889,0.6221
2153,258499,109372,0.0125,2.0029,2.3105,0.6479,0.6303
2154,260115,95068,0.0097,2.1453,2.0596,0.6743,0.4757
2155,261184,98369,0.0131,2.1698,2.0432,0.7034,0.5199
2156,262089,96197,0.0091,1.9707,2.2193,0.7759,0.3743
2157,262128,110167,0.012,2.2183,2.3027,0.7176,0.5085
2158,265322,57177,0.0033,1.6069,1.7111,0.803,0.4272
2159,265436,64882,0.0054,1.718,1.864,0.7868,0.4752
2160,265636,78814,0.0084,2.014,2.2082,0.8147,0.4513
2161,267333,98437,0.0081,2.5971,2.2861,0.7856,0.2092
2162,269594,100412,0.0143,2.1998,2.6882,0.6697,0.4247
2163,270775,84068,0.0128,2.0519,2.4025,0.7247,0.4133
2164,270819,109633,0.0185,2.4747,3.0152,0.6897,0.5886
2165,270979,96019,0.015,2.3091,2.6892,0.7043,0.5527
2166,273152,99232,0.0163,2.4246,2.4531,0.6584,0.5294
2167,273232,95581,0.0187,2.3012,2.5196,0.6693,0.6264
2168,276950,139552,0.015,2.8009,2.5688,0.6979,0.4657
2169,277027,111785,0.0153,2.1039,2.3571,0.6709,0.5335
2170,277422,102370,0.017,2.4595,2.2653,0.6964,0.5039
2171,278010,99319,0.014,2.1647,2.4021,0.6356,0.5046
2172,278585,110077,0.0168,2.4322,2.2427,0.6841,0.5025
2173,278996,57794,0.0042,1.7237,1.863,0.8296,0.3782
2174,279051,73973,0.0136,2.0794,2.1645,0.6607,0.4444
2175,279097,87398,0.0073,2.4911,2.2961,0.8253,0.2867
2176,280023,82760,0.0106,1.9609,2.2683,0.7685,0.3781
2177,280321,119413,0.016,2.6594,2.95,0.7661,0.4564
2178,280620,97394,0.0166,2.4283,2.5398,0.6674,0.3917
2179,280724,128841,0.023,2.8247,3.0575,0.7345,0.5506
2180,280783,108134,0.0197,2.5223,2.7069,0.659,0.4757
2181,282859,80154,0.0085,2.361,2.1768,0.8369,0.2856
2182,283012,106472,0.0185,2.7111,2.697,0.6775,0.4441
2183,283114,103057,0.0147,2.6716,2.6197,0.7819,0.4323
2184,284227,110493,0.0168,2.448,3.0732,0.7354,0.4842
2185,284269,126989,0.0215,3.0533,3.338,0.7366,0.3992
2186,284518,107959,0.0169,2.2919,2.8133,0.6963,0.506
2187,284623,101767,0.0155,2.3649,2.8841,0.7321,0.536
2188,284678,115694,0.0204,2.5905,3.1405,0.6763,0.4619
2189,285573,124614,0.0184,2.9671,2.887,0.6893,0.5326
2190,285835,130612,0.0197,2.6887,2.886,0.7528,0.531
2191,286081,101323,0.025,2.64,3.0873,0.6623,0.521
2192,286181,107386,0.0174,2.5696,2.9939,0.681,0.4188
2193,286244,111284,0.017,2.442,3.0161,0.738,0.4615
2194,286442,54559,0.0031,1.3961,1.6703,0.8631,0.474
2195,286455,73839,0.0053,2.292,1.9187,0.88,0.214
2196,286469,53687,0.0022,1.6402,1.5923,0.8998,0.2397
2197,286490,74771,0.012,2.0326,1.9973,0.7158,0.3099
2198,286534,95343,0.0073,2.387,2.3416,0.8562,0.2934
2199,287601,133269,0.018,2.9264,2.8405,0.6942,0.4726
2200,287762,121247,0.0145,2.817,2.6532,0.7694,0.5176
2201,289927,61399,0.0018,1.4066,1.5686,0.8352,0.2349
2202,289997,80725,0.0076,1.5552,1.9941,0.7188,0.6119
2203,290020,76282,0.0051,1.5351,1.8839,0.811,0.4458
2204,290044,80479,0.008,1.9774,1.9153,0.7494,0.4035
2205,290093,82746,0.011,2.0435,1.8486,0.6631,0.4979
2206,290126,94741,0.0098,2.1646,2.0443,0.7768,0.4928
2207,290867,102350,0.0148,2.3803,2.8715,0.7668,0.4447
2208,290948,86211,0.0142,2.5078,2.3064,0.6647,0.4545
2209,291038,106362,0.0188,2.6883,2.4767,0.6798,0.4418
2210,292281,92058,0.0117,1.8718,2.3633,0.6967,0.5624
2211,292396,100128,0.0138,2.056,2.5655,0.6806,0.5429
2212,293217,97506,0.0184,2.4437,3.1821,0.7078,0.5384
2213,294119,95215,0.0097,1.827,2.1056,0.7015,0.4682
2214,296096,109839,0.0138,2.2926,2.3079,0.6982,0.4215
2215,296153,108973,0.0109,2.1807,2.4279,0.7377,0.4119
2216,296297,108084,0.0094,2.101,2.2592,0.7468,0.5026
2217,297162,77384,0.0055,1.7315,1.8636,0.8118,0.403
2218,297264,99348,0.0132,2.0361,2.0733,0.6941,0.4634
2219,298655,76382,0.0088,2.2875,2.091,0.8408,0.3491
2220,298720,68015,0.0099,1.8428,2.0394,0.6868,0.5253
2221,298750,69644,0.0098,1.8189,2.3147,0.6721,0.4902
2222,300839,82752,0.0109,1.9554,1.9119,0.7055,0.2547
2223,301059,92465,0.0086,1.7688,2.0406,0.6773,0.4132
2224,301105,125715,0.0135,2.5534,2.4718,0.7787,0.3661
2225,304736,96253,0.0122,2.1477,2.2567,0.6827,0.4235
2226,304784,95063,0.0145,2.2238,2.2142,0.6603,0.4303
2227,304873,95437,0.0119,1.9253,2.3826,0.7105,0.5274
2228,305950,109696,0.0113,2.1786,2.4389,0.7541,0.5517
2229,306051,112481,0.0142,2.3205,2.5241,0.7711,0.4959
2230,308084,107505,0.0185,2.2681,3.2195,0.658,0.6039
2231,309465,129863,0.0171,2.4086,2.9736,0.6918,0.4387
2232,310083,147591,0.0138,2.6312,2.9115,0.7904,0.4252
2233,310152,116201,0.0121,2.1718,2.6137,0.7821,0.4578
2234,312357,68305,0.0054,1.4623,1.8226,0.6956,0.4446
2235,312380,65546,0.0052,1.4046,1.767,0.7289,0.6304
2236,312555,103655,0.0117,2.1857,1.9775,0.7028,0.3492
2237,315171,147009,0.0265,3.1315,2.8405,0.6694,0.5628
2238,315366,122028,0.0162,2.8676,2.8932,0.7875,0.6018
2239,316281,64093,0.0059,2.2437,1.6776,0.7611,0.0755
2240,316327,59229,0.0081,1.9826,1.7213,0.7388,0.2599
2241,316396,58901,0.0057,1.3797,1.7784,0.7071,0.239
2242,318057,72482,0.0068,1.8638,2.0869,0.805,0.3176
2243,318125,115176,0.012,2.4452,2.7649,0.8138,0.4961
2244,318870,63923,0.0067,1.8192,2.0836,0.7529,0.3831
2245,319617,103354,0.0107,2.1177,2.369,0.7394,0.4412
2246,319887,110819,0.0151,2.2609,2.2444,0.6947,0.4849
2247,321562,68127,0.0078,2.0358,1.9413,0.709,0.3548
2248,321613,83928,0.0096,1.8509,2.309,0.7834,0.4193
2249,322596,73609,0.0087,1.7438,2.0788,0.7204,0.465
2250,324911,116453,0.0144,2.2013,2.7356,0.7073,0.5874
2251,325703,95088,0.013,2.3645,2.6683,0.7643,0.4152
2252,326928,118335,0.0131,2.0553,2.5792,0.7151,0.4638
2253,327930,129528,0.0208,2.8847,2.9125,0.7494,0.4769
2254,328022,96366,0.0145,1.4856,2.2092,0.6166,0.6255
2255,328209,145457,0.0258,3.021,2.8041,0.6926,0.5545
2256,328779,73839,0.0107,2.2025,2.1627,0.7272,0.4253
2257,330722,116428,0.0117,2.1835,2.5185,0.7403,0.5046
2258,334795,88426,0.0117,2.2579,2.6004,0.7528,0.4568
2259,334874,83073,0.0132,2.2028,2.3295,0.6571,0.4482
2260,335662,86296,0.0165,2.3353,2.3531,0.6992,0.4633
2261,336744,154048,0.0236,2.683,3.2063,0.6934,0.5429
2262,337576,135233,0.0228,2.7862,2.6788,0.6593,0.5239
2263,338557,158952,0.0155,2.7942,3.0282,0.7708,0.4361
2264,338645,124907,0.0184,2.4269,2.5129,0.6834,0.4438
2265,338727,135395,0.0183,2.4472,2.3304,0.6752,0.4843
2266,342198,74276,0.0069,1.8427,2.028,0.79,0.4591
2267,343654,106307,0.0102,2.1193,2.4042,0.8112,0.4278
2268,345486,98519,0.0156,2.3218,2.4355,0.614,0.3966
2269,347637,128408,0.0145,2.2945,2.8357,0.6867,0.4929
2270,347873,110958,0.013,2.1587,2.3239,0.6389,0.487
2271,348878,109662,0.0194,2.5469,2.8404,0.66,0.4748
2272,350315,123008,0.0197,2.5471,2.8396,0.6407,0.4795
2273,351445,116197,0.0144,2.191,2.6539,0.7209,0.4784
2274,352271,99195,0.0192,2.3799,2.5567,0.6771,0.5212
2275,353135,102758,0.009,2.0185,2.2103,0.7307,0.5205
2276,354074,112068,0.0112,2.0549,2.4257,0.7501,0.5209
2277,356926,102949,0.0151,2.4776,3.014,0.7442,0.3506
2278,358366,122702,0.0184,3.0008,2.8411,0.6519,0.4151
2279,358459,96526,0.016,1.4141,2.0774,0.6075,0.6129
2280,358560,106609,0.0186,2.645,2.6546,0.6891,0.5551
2281,359078,71318,0.0086,1.9711,1.9892,0.6766,0.3608
2282,359118,84082,0.0086,1.9101,2.2918,0.7486,0.3822
2283,359859,90421,0.0141,2.1007,2.7175,0.7111,0.528
2284,361582,103510,0.0118,2.207,2.5694,0.7797,0.3391
2285,364176,117114,0.012,2.5654,2.6898,0.8343,0.4497
2286,365019,104775,0.0111,2.1186,2.4613,0.793,0.5263
2287,365928,73888,0.0122,2.0854,2.3048,0.6868,0.4599
2288,366571,102608,0.0101,1.8655,2.2053,0.7326,0.5586
2289,366667,141172,0.0167,2.6893,2.7964,0.7016,0.5868
2290,368770,111958,0.0149,2.3984,2.7923,0.7248,0.4735
2291,368954,110186,0.0182,2.5368,2.6315,0.5935,0.4336
2292,370076,95649,0.0126,2.159,2.4143,0.738,0.4172
2293,370267,116936,0.0176,2.5734,3.0146,0.7353,0.445
2294,372177,120845,0.0206,2.5884,2.9377,0.6148,0.4391
2295,373420,125095,0.0193,2.8827,2.9327,0.7919,0.4879
2296,375695,167109,0.028,3.0473,2.8738,0.6615,0.5757
2297,377781,102122,0.0125,2.1659,2.1625,0.5971,0.5456
2298,377870,113718,0.0116,2.0529,2.5806,0.7755,0.5584
2299,380966,105602,0.0102,1.9427,2.3871,0.7177,0.5417
2300,382133,98652,0.0122,2.1327,2.6461,0.7665,0.4033
2301,386695,106850,0.0168,2.3556,2.5453,0.6513,0.4345
2302,388536,96265,0.0126,2.4962,2.445,0.7888,0.4223
2303,388623,113105,0.018,2.628,2.9792,0.7353,0.4134
2304,388662,111994,0.0188,2.9142,2.888,0.7244,0.4611
2305,389501,112976,0.0131,1.338,2.059,0.5759,0.6205
2306,390342,132332,0.0186,2.9492,2.7949,0.6651,0.4249
2307,393065,147341,0.0158,2.658,2.5545,0.7727,0.4789
2308,394293,133007,0.0166,2.8842,2.8771,0.7572,0.5577
2309,401006,130071,0.0172,2.7172,2.7225,0.7635,0.4802
2310,404327,119507,0.0146,2.429,2.3493,0.7131,0.5038
2311,404442,124399,0.014,2.3134,2.5778,0.7119,0.4973
2312,407925,95824,0.0041,2.1879,2.0815,0.8947,0.2616
2313,407940,56452,0.0022,1.0837,1.5397,0.911,0.3298
2314,407955,71928,0.0053,2.1008,1.6323,0.7573,0.2124
2315,408078,72646,0.0067,1.5784,1.8843,0.6999,0.3787
2316,411229,113546,0.0163,2.5388,3.1152,0.7732,0.4743
2317,411271,110837,0.0186,2.4758,3.2717,0.6878,0.5103
2318,411362,85794,0.0149,2.1196,2.6857,0.6563,0.4828
2319,411398,85462,0.0114,2.1209,2.3933,0.7778,0.425
2320,411777,124583,0.0211,3.1034,3.1518,0.683,0.4772
2321,411821,95903,0.0126,2.3798,2.5506,0.7563,0.4374
2322,412433,119105,0.0202,2.5488,3.1079,0.7099,0.6092
2323,412586,100788,0.017,2.25,2.9114,0.726,0.5344
2324,413170,117429,0.0178,2.8094,2.8393,0.7864,0.4738
2325,413211,111353,0.0204,2.6097,2.9963,0.6664,0.5548
2326,416544,123048,0.02,2.7176,3.2402,0.7252,0.5187
2327,416695,106818,0.0191,2.5669,2.7133,0.6562,0.3859
2328,416865,105917,0.0189,2.698,2.7074,0.7097,0.4991
2329,417038,125956,0.0188,2.8412,2.9693,0.7976,0.5058
2330,418800,119106,0.0233,2.7286,3.3622,0.6903,0.5916
2331,418949,118833,0.021,2.7328,2.53,0.6958,0.4261
2332,419114,120755,0.0233,2.5784,2.9959,0.6762,0.4359
2333,419405,101023,0.0163,2.6088,2.6498,0.7774,0.5007
2334,419699,85520,0.0119,2.0812,2.4922,0.757,0.3964
2335,419798,106049,0.0198,2.5041,2.746,0.6564,0.5795
2336,420619,109152,0.0198,2.5145,2.7419,0.7162,0.4635
2337,420747,117815,0.0225,2.5777,3.0604,0.6815,0.6084
2338,421763,89752,0.0079,1.8044,2.2041,0.7954,0.2995
2339,421953,113384,0.0069,2.3953,2.2381,0.8517,0.2145
2340,423836,104213,0.0141,2.443,2.9025,0.797,0.417
2341,423886,113947,0.0202,2.6206,2.8824,0.7335,0.4693
2342,424286,125284,0.0222,2.465,3.1738,0.653,0.6075
2343,424487,100592,0.0155,2.146,2.7788,0.6967,0.5511
2344,424630,106543,0.0195,2.3516,2.6893,0.7126,0.612
2345,425947,125836,0.0203,2.9132,3.0496,0.6913,0.6093
2346,426445,51074,0.0052,1.8865,1.9498,0.8314,0.3945
2347,426485,59720,0.0121,2.1817,2.0744,0.6829,0.4045
2348,426524,53754,0.0055,1.8076,2.0103,0.859,0.3788
2349,426725,46143,0.0015,1.5534,1.5454,0.8597,0.3301
2350,426740,57405,0.0071,1.4381,1.7573,0.674,0.5435
2351,426756,55189,0.0061,1.5863,1.9554,0.7289,0.3187
2352,426794,54346,0.0043,1.5897,1.9021,0.8579,0.4182
